ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
970,Rico y Ortega,Martín,Martín Rico y Ortega,1833,1908,967,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Hamlet_Winstanley_-_Self-portrait_of_Jusepe_de_Ribera.jpeg/250px-Hamlet_Winstanley_-_Self-portrait_of_Jusepe_de_Ribera.jpeg
971,Rigaud,Hyacinthe,Hyacinthe Rigaud,1659,1743,968,"Jacint Rigau-Ros i Serra , known as Hyacinthe Rigaud ), was a French baroque painter most famous for his portraits of Louis XIV and other members of the French nobility.",../static/img/anonymous_artist.png
973,Robert,Hubert,Hubert Robert,1733,1808,970,"Hubert Robert  was a French painter in the school of Romanticism, noted especially for his landscape paintings and capricci, or semi-fictitious picturesque depictions of ruins in Italy and of France.",../static/img/anonymous_artist.png
974,Rogier van der Weyden,blank_,Rogier van der Weyden,1399,1464,971,"Rogier van der Weyden ]) or Roger de la Pasture  was an Early Netherlandish painter whose surviving works consist mainly of religious triptychs, altarpieces and commissioned single and diptych portraits. He was highly successful and internationally famous in his lifetime; his paintings were exportedxa0– or takenxa0– to Italy and Spain, and he received commissions from, amongst others, Philip the Good, Netherlandish nobility, and foreign princes. By the latter half of the 15th century, he had eclipsed Jan van Eyck in popularity. However his fame lasted only until the 17th century, and largely due to changing taste, he was almost totally forgotten by the mid-18th century. His reputation was slowly rebuilt during the following 200 years; today he is known, with Robert Campin and van Eyck, as the third  of the three great Early Flemish artists , and widely as the most influential Northern painter of the 15th century.",//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Autoportrait_au_turban_%28Perpignan%29.jpg/220px-Autoportrait_au_turban_%28Perpignan%29.jpg
975,Rohrich,Franz Wolfgang,Franz Wolfgang Rohrich,1787,1834,972,Biography could not be found,../static/img/anonymous_artist.png
976,Romanelli,Giovanni Francesco,Giovanni Francesco Romanelli,1610,1662,973,"Giovanni Francesco Romanelli – Viterbo, 1662) was a major Italian painter of the Baroque period, celebrated for his use of bright, vivid colors and also for his clarity of detail. Many of his works are on display in the Louvre.",//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/%C3%89lisabeth-Louise_Vig%C3%A9e-Le_Brun_-_Hubert_Robert_%281788%29.jpg/220px-%C3%89lisabeth-Louise_Vig%C3%A9e-Le_Brun_-_Hubert_Robert_%281788%29.jpg
977,Romney,George,George Romney,1734,1802,974,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Weyden_Deposition.jpg/330px-Weyden_Deposition.jpg
978,Chandler,John Westbrooke,John Westbrooke Chandler,1763,1807,975,John Westbrooke Chandler  was a British painter and poet.,../static/img/anonymous_artist.png
979,Rosa,Salvator,Salvator Rosa,1615,1673,976,"Salvator Rosa  was an Italian Baroque painter, poet, and printmaker, who was active in Naples, Rome, and Florence. As a painter, he is best known as ""unorthodox and extravagant"" as well as being a ""perpetual rebel"" and a proto-Romantic.",//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Rape_of_the_Sabine_Women_Romanelli_decoration_Louvre.jpg/220px-Rape_of_the_Sabine_Women_Romanelli_decoration_Louvre.jpg
980,Rosselli,Cosimo,Cosimo Rosselli,1440,1507,977,"Cosimo Rosselli  was an Italian painter of the Quattrocento, active mainly in his birthplace of Florence, but also Lucca earlier in his career, and from 1480 in the Sistine Chapel in Rome, where he painted some of the large fresco panels on the side walls. Despite being roughly the same age  as Sandro Botticelli, Pietro Perugino and Domenico Ghirlandaio, the other leading Florentine painters, all regarded as greater talents, Rosselli was still able to win several large commissions, which is a testament to the high level of activity in the city.",../static/img/anonymous_artist.png
981,Rousseau,Henri,Henri Rousseau,1844,1910,978,"Henri Julien Félix Rousseau ; 21 May 1844 – 2 September 1910) was a French post-impressionist painter in the Naïve or Primitive manner.  He was also known as Le Douanier , a humorous description of his occupation as a toll and tax collector. He started painting seriously in his early forties; by age 49, he retired from his job to work on his art full-time.",//upload.wikimedia.org/wikipedia/commons/thumb/3/38/John_Westbrooke_Chandler%2C_by_John_Westbrooke_Chandler.jpg/220px-John_Westbrooke_Chandler%2C_by_John_Westbrooke_Chandler.jpg
982,Rousseau,Philippe,Philippe Rousseau,1816,1887,979,Philippe Rousseau  was a French painter known primarily for his still life paintings.,//upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Self-portrait_by_Salvator_Rosa.jpg/220px-Self-portrait_by_Salvator_Rosa.jpg
983,Rousseau,Théodore,Théodore Rousseau,1812,1867,980,Étienne Pierre Théodore Rousseau  was a French painter of the Barbizon school.,//upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Cosimo_Rosselli_-_De_aanbidding_van_het_kind.jpg/300px-Cosimo_Rosselli_-_De_aanbidding_van_het_kind.jpg
984,Rubens,Peter Paul,Peter Paul Rubens,1577,1640,981,"s highly charged compositions reference erudite aspects of classical and Christian history. His unique and immensely popular Baroque style emphasized movement, color, and sensuality, which followed the immediate, dramatic artistic style promoted in the Counter-Reformation. Rubens specialized in making altarpieces, portraits, landscapes, and history paintings of mythological and allegorical subjects.",//upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Rousseau_Joyeux_Farceurs_Dornac_crop.jpg/250px-Rousseau_Joyeux_Farceurs_Dornac_crop.jpg
985,Ruisdael,Jacob van,Jacob van Ruisdael,1628,1682,982,"Jacob Isaackszoon van Ruisdael  ; c.xa01629 – 10xa0March 1682) was a Dutch painter, draughtsman, and etcher. He is generally considered the pre-eminent landscape painter of the Dutch Golden Age, a period of great wealth and cultural achievement when Dutch painting became highly popular.",//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Still_Life_with_Ham_MET_DT2130.jpg/200px-Still_Life_with_Ham_MET_DT2130.jpg
986,Russian Painter,blank_,Russian Painter,Unknown,Unknown,983,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Theodore_Rousseau.jpg/250px-Theodore_Rousseau.jpg
987,Ruysdael,Salomon van,Salomon van Ruysdael,1600,1670,984,Salomon van Ruysdael  was a Dutch Golden Age landscape painter. He was the uncle of Jacob van Ruisdael.,//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Sir_Peter_Paul_Rubens_-_Portrait_of_the_Artist_-_Google_Art_Project.jpg/220px-Sir_Peter_Paul_Rubens_-_Portrait_of_the_Artist_-_Google_Art_Project.jpg
988,Ryckaert,David,David Ryckaert,1612,1661,985,David Rijckaert or Ryckaert may refer to any of these Flemish painters active in Antwerp in the 17th century:,//upload.wikimedia.org/wikipedia/commons/thumb/2/27/The_Windmill_at_Wijk_bij_Duurstede_1670_Ruisdael.jpg/220px-The_Windmill_at_Wijk_bij_Duurstede_1670_Ruisdael.jpg
989,Sacchi,Andrea,Andrea Sacchi,1599,1661,986,"Andrea Sacchi  was an Italian painter of High Baroque Classicism, active in Rome. A generation of artists who shared his style of art include the painters Nicolas Poussin and Giovanni Battista Passeri, the sculptors Alessandro Algardi and François Duquesnoy, and the contemporary biographer Giovanni Bellori.",../static/img/anonymous_artist.png
990,Salviati,Francesco,Francesco Salviati,1510,1563,987,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Salomon_van_Ruisdael_Deventer.jpg/220px-Salomon_van_Ruisdael_Deventer.jpg
991,Sánchez Coello,Alonzo,Alonzo Sánchez Coello,1531,1588,988,Biography could not be found,../static/img/anonymous_artist.png
992,Saraceni,Carlo,Carlo Saraceni,1579,1620,989,"Carlo Saraceni  was an Italian early-Baroque painter, whose reputation as a ""first-class painter of the second rank""  was improved with the publication of a modern monograph in 1968.",//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Maratta_Portrait_of_Sacchi.jpg/220px-Maratta_Portrait_of_Sacchi.jpg
993,Sarto,Andrea del,Andrea del Sarto,1486,1530,990,"Andrea del Sarto ; 16 July 1486 – 29 September 1530) was an Italian painter from Florence, whose career flourished during the High Renaissance and early Mannerism. Though highly regarded during his lifetime as an artist senza errori , his renown was eclipsed after his death by that of his contemporaries, Leonardo da Vinci, Michelangelo and Raphael.",../static/img/anonymous_artist.png
994,Sassetta,blank_,Sassetta,1400,1450,991,"Stefano di Giovanni di Consolo, known as il Sassetta   was an Italian painter who is considered one of the most important representatives of Sienese Renaissance painting.  While working within the Sienese tradition, he innovated the style by introducing elements derived from the decorative Gothic style and the realism of contemporary Florentine innovators as Masaccio.",../static/img/anonymous_artist.png
995,Savoldo,Giovanni Gerolamo,Giovanni Gerolamo Savoldo,1480,1548,992,"Girolamo Savoldo, also called Girolamo da Brescia  was an Italian High Renaissance painter active mostly in Venice, although he also worked in other cities in northern Italy. He is noted for his subtle use of color and chiaroscuro, and the sober realism of his works, which are mostly religious subjects, with a few portraits, which are given interest by their accessories or settings, ""some even look like extracts from larger narratives"".",//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Portrait_of_Carlo_Saraceni.jpg/220px-Portrait_of_Carlo_Saraceni.jpg
996,Savrasov,Alexei Kondratievich,Alexei Kondratievich Savrasov,1830,1897,993,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/6/60/Andredelsartoselfportrait.jpeg/220px-Andredelsartoselfportrait.jpeg
997,Schalcken,Godfried,Godfried Schalcken,1643,1706,994,"Godfried Schalcken or Gottfried Schalken  was a Dutch genre and portrait painter. He was noted for his mastery in reproducing the effect of candlelight, and painted in the exquisite and highly polished manner of the Leiden fijnschilders.",//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Sassetta_-_St_Thomas_Inspired_by_the_Dove_of_the_Holy_Ghost_%28detail%29_-_WGA20849.jpg/220px-Sassetta_-_St_Thomas_Inspired_by_the_Dove_of_the_Holy_Ghost_%28detail%29_-_WGA20849.jpg
998,Schenck,August Friedrich Albrecht,August Friedrich Albrecht Schenck,1828,1901,995,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Giovanni_Gerolamo_Savoldo_001.jpg/300px-Giovanni_Gerolamo_Savoldo_001.jpg
999,Schiavone,Andrea,Andrea Schiavone,1510,1563,996,"Andrea Meldolla , also known as Andrea Schiavone or Andrea Lo Schiavone   was an Italian Renaissance painter and etcher, born in present-day Croatia, active mainly in the city of Venice.  His style combined Mannerist elements, a relative rarity in Venice, with much influence from the mainstream of Venetian painting, especially Titian.  ",../static/img/anonymous_artist.png
1000,Schongauer,Ludwig,Ludwig Schongauer,1435,1494,997,Ludwig Schongauer  was a German painter and engraver.,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Schalcken%2C_Godfried_-_Selfportrait_-_1679.jpg/220px-Schalcken%2C_Godfried_-_Selfportrait_-_1679.jpg
1001,Schrader,Julius,Julius Schrader,1815,1900,998,"Julius Friedrich Antonio Schrader  was a German painter, associated with the Düsseldorf school of painting.",../static/img/anonymous_artist.png
1002,Schreyer,Adolf,Adolf Schreyer,1828,1899,999,"Adolf Schreyer  was a German painter, associated with the Düsseldorf school of painting.",//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Schiavone_1.jpg/300px-Schiavone_1.jpg
1003,Scott,Samuel,Samuel Scott,1697,1772,1000,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Elephant_%28L._Schongauer%29.jpg/200px-Elephant_%28L._Schongauer%29.jpg
1004,Sebastiano del Piombo,blank_,Sebastiano del Piombo,1485,1547,1001,"Sebastiano del Piombo ; c. 1485 – 21 June 1547) was an Italian painter of the High Renaissance and early Mannerist periods famous as the only major artist of the period to combine the colouring of the Venetian school in which he was trained with the monumental forms of the Roman school.  He belongs both to the painting school of his native city, Venice, where he made significant contributions before he left for Rome in 1511, and that of Rome, where he stayed for the rest of his life, and whose style he thoroughly adopted.",//upload.wikimedia.org/wikipedia/commons/thumb/6/65/WP_Julius_Schrader.jpg/220px-WP_Julius_Schrader.jpg
1005,Sébillot,Paul,Paul Sébillot,1843,1918,1002,"Armor, France – 23 April 1918 in Paris) was a French folklorist, painter, and writer. Many of his works are about his native province, Brittany.",//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Adolf_schreyer.jpg/220px-Adolf_schreyer.jpg
1006,Seeman,Enoch,Enoch Seeman,1685,1744,1003,"Enoch Seeman the Younger was born in Danzig, now Gdańsk, Poland, around 1694. His father, also Enoch was born around 1661, and the Seeman family were painters.",../static/img/anonymous_artist.png
1007,Segna di Buonaventura,blank_,Segna di Buonaventura,1298,1331,1004,"Segna di Bonaventura, also known as Segna de Bonaventura, and as Segna di Buonaventura, was an Italian painter of the Sienese School. He was active from about 1298 to 1331. In 1306 he painted a panel for the office of the Biccherna in the Palazzo Pubblico in Siena. In 1317 he painted an altar panel for the convent of Lecceto . In 1319 he repaired a figure of the Virgin in the Palazzo Pubblico. In 1321 he painted a panel for the Palazzo Pubblico. Segna di Bonaventura’s sons Niccolò di Segna and Francesco di Segna di Bonaventura were also painters of the Sienese School",//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Self_portrait%2C_after_Sebastiano_del_Piombo.jpg/220px-Self_portrait%2C_after_Sebastiano_del_Piombo.jpg
1008,Sellaio,Jacopo del,Jacopo del Sellaio,1441,1493,1005," Filippo Lippi, with his contemporary Sandro Botticelli, who became a lasting influence on him. It is noted that by 1460, he had joined the Confraternity of Saint Luke  in Florence, and in 1473, he is documented to have shared a studio with Filippo di Giuliano.",../static/img/anonymous_artist.png
1009,Seurat,Georges,Georges Seurat,1859,1891,1006,"s artistic personality was compounded of qualities which are usually supposed to be opposed and incompatible: on the one hand, his extreme and delicate sensibility, on the other, a passion for logical abstraction and an almost mathematical precision of mind. His large-scale work, A Sunday Afternoon on the Island of La Grande Jatte , altered the direction of modern art by initiating Neo-impressionism, and is one of the icons of late 19th-century painting.",//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Seeman_Selbstportr%C3%A4t.jpg/170px-Seeman_Selbstportr%C3%A4t.jpg
1010,Seymour,James,James Seymour,1697,1752,1007,"James Seymour  was an English painter, widely recognized for his equestrian art. ",//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Segna_di_Bonaventura_-_Madonna_and_Child%2C_c._1325-1330.JPG/300px-Segna_di_Bonaventura_-_Madonna_and_Child%2C_c._1325-1330.JPG
1011,Shee,Martin Archer,Martin Archer Shee,1769,1850,1008,Sir Martin Archer Shee PRA FRS  was an Irish portrait painter and president of the Royal Academy.,//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Jacoposellaio_-_madona01.jpg/220px-Jacoposellaio_-_madona01.jpg
1014,Signorelli,Luca,Luca Signorelli,1470,1523,1011,Luca Signorelli  was an Italian Renaissance painter who was noted in particular for his ability as a draftsman and his use of foreshortening. His massive frescoes of the Last Judgment  in Orvieto Cathedral are considered his masterpiece.,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Martin_Archer_Shee_selfportrait.jpg/220px-Martin_Archer_Shee_selfportrait.jpg
1015,Martini,Simone,Simone Martini,1315,1344,1012,Simone Martini  was an Italian painter born in Siena.He was a major figure in the development of early Italian painting and greatly influenced the development of the International Gothic style.,../static/img/anonymous_artist.png
1016,Sisley,Alfred,Alfred Sisley,1839,1899,1013,"Alfred Sisley ; 30 October 1839 – 29 January 1899) was an Impressionist landscape painter who was born and spent most of his life in France, but retained British citizenship. He was the most consistent of the Impressionists in his dedication to painting landscape en plein air . He deviated into figure painting only rarely and, unlike Renoir and Pissarro, found that Impressionism fulfilled his artistic needs.",../static/img/anonymous_artist.png
1017,Slingelandt,Pieter van,Pieter van Slingelandt,1640,1691,1014,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Signorelli%2C_Luca_-_selfportrait_alone.jpg/220px-Signorelli%2C_Luca_-_selfportrait_alone.jpg
1018,Snayers,Pieter,Pieter Snayers,1592,1667,1015,"Peter Snayers or Pieter Snayers  was a Flemish painter known for his panoramic battle scenes, depictions of cavalry skirmishes, attacks on villages, coaches and convoys and hunting scenes.  He established his reputation mainly through his topographic battle scenes providing a bird’s eye view over the battlefield. He further painted large landscapes and portraits of the aristocracy.  He was a regular collaborator of local landscape painters and also Rubens.",//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Simone_Martini_-_Frontispice_du_Virgile.jpg/220px-Simone_Martini_-_Frontispice_du_Virgile.jpg
1019,Solario,Andrea,Andrea Solario,1465,1524,1016,"Andrea Solari   was an Italian Renaissance painter of the Milanese school. He was initially named Andre del Gobbo, but more confusingly as Andrea del Bartoloa name shared with two other Italian painters, the 14th Century Siennese Andrea di Bartolo, and the 15th Century Florentine Andrea di Bartolo.",//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Alfred_Sisley_photo_full.jpg/220px-Alfred_Sisley_photo_full.jpg
1020,Solimena,Francesco,Francesco Solimena,1657,1747,1017,"Francesco Solimena  was a prolific Italian painter of the Baroque era, one of an established family of painters and draughtsmen.",../static/img/anonymous_artist.png
1021,Sorgh,Hendrick,Hendrick Sorgh,1609,1670,1018,Hendrick Sorgh ) was a broker and  art collector in Amsterdam.,//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Peter_Paul_Rubens_-_Portret_van_Peeter_Snayers.jpg/220px-Peter_Paul_Rubens_-_Portret_van_Peeter_Snayers.jpg
1023,Ries,Ignacio de,Ignacio de Ries,1616,1665,1020,Ignacio de Ries  was a Spanish Baroque painter.,../static/img/anonymous_artist.png
1024,Stanzione,Massimo,Massimo Stanzione,1585,1656,1021,"Massimo Stanzione  was an Italian Baroque painter, mainly active in Naples, where he and his rival Jusepe de Ribera dominated the painting scene for several decades.  Most of his work, in both oils and fresco , depicted religious subjects.  A papal knight, he is often referred to as Cavalliere Massimo Stanzione, especially in older sources. ",//upload.wikimedia.org/wikipedia/commons/thumb/6/62/Catalogus_of_naamlyst_van_schilderyen%2C_met_derzelven_pryzen_p_242.jpg/220px-Catalogus_of_naamlyst_van_schilderyen%2C_met_derzelven_pryzen_p_242.jpg
1025,Steen,Jan,Jan Steen,1626,1679,1022,"Jan Havickszoon Steen  was a Dutch Golden Age painter, one of the leading genre painters of the 17th century. His works are known for their psychological insight, sense of humour and abundance of colour.",../static/img/anonymous_artist.png
1026,Steenwijck,Hendrick van,Hendrick van Steenwijck,1475,1649,1023,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/8/80/Ignacio_de_Ries_El_Arbol_de_la_Vida.jpg/250px-Ignacio_de_Ries_El_Arbol_de_la_Vida.jpg
1028,Stevens,Alfred,Alfred Stevens,1823,1906,1025,Biography could not be found,../static/img/anonymous_artist.png
1029,Stom,Matthias,Matthias Stom,1599,1652,1026,"Matthias Stom or Matthias Stomer  was a Dutch golden age painter considered one of the masters of  Utrecht Caravaggism. Other variants of his name are Matthias Stohom or Stomma, Matheo Schem and Matteo Tomar. Stom spent most of his artistic life in Italy, and 200 of his works have been preserved.",../static/img/anonymous_artist.png
1030,Strigel,Bernhard,Bernhard Strigel,1460,1528,1027,"Bernhard Strigel  was a German portrait and historical painter of the Swabian school, the most important of a family of artists established at Memmingen.  He was born at Memmingen and was probably a pupil of Zeitblom at Ulm.  He stood in high favor with the Emperor Maximilian I, in whose service he repeatedly journeyed to Augsburg, Innsbruck, and Vienna.",../static/img/anonymous_artist.png
1031,Strij,Jacob van,Jacob van Strij,1756,1815,1028,"Jacob van Strij  was Dutch painter, printmaker, and draftsman who was mainly interested in landscape painting, including mountain landscapes, winter landscapes and marines.",../static/img/anonymous_artist.png
1032,Strozzi,Bernardo,Bernardo Strozzi,1581,1644,1029,"Bernardo Strozzi, named il Cappuccino and il Prete Genovese  was an Italian Baroque painter and engraver. A canvas and fresco artist, his wide subject range included history, allegorical, genre and portrait paintings as well as still lifes. Born and initially mainly active in Genoa, he worked in Venice in the latter part of his career.  His work exercised considerable influence on artistic developments in both cities.  He is considered a principal founder of the Venetian Baroque style.  His powerful art stands out by its rich and glowing colour and broad, energetic brushstrokes.",//upload.wikimedia.org/wikipedia/commons/thumb/c/cc/The_Adoration_of_the_Shepherds_-_Matthias_Stom_%28Stomer%29_-_Google_Cultural_Institute.jpg/300px-The_Adoration_of_the_Shepherds_-_Matthias_Stom_%28Stomer%29_-_Google_Cultural_Institute.jpg
1033,Stubbs,George,George Stubbs,1724,1806,1030," output includes history paintings, but his greatest skill was in painting animals, perhaps influenced by his love and study of anatomy. His most famous painting, Whistlejacket, hangs in the National Gallery, London.  ",//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Bernhard_Strigel_003b.jpg/220px-Bernhard_Strigel_003b.jpg
1034,Sustermans,Justus,Justus Sustermans,1597,1681,1031,"Justus Sustermans  also known as Suttermans and with his given name frequently Italianised to Giusto, was a Flemish Baroque painter. He was born in Antwerp and died in Florence.",//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Jacob_van_Strij%2C_by_Pieter_Christoffel_Wonder.jpg/220px-Jacob_van_Strij%2C_by_Pieter_Christoffel_Wonder.jpg
1035,Sustris,Lambert,Lambert Sustris,1510,1560,1032," works, via his pupil Muziano, are a significant means by which a mid-sixteenth century Venetian interest in landscape and its role as a backdrop for historical subjects spread to Rome in the mid-to-late sixteenth century. His son was Friedrich Sustris.",//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Bernardo_Strozzi_-_Vanitas_%28Old_Coquette%29_-_Google_Art_Project.jpg/250px-Bernardo_Strozzi_-_Vanitas_%28Old_Coquette%29_-_Google_Art_Project.jpg
1036,Sweerts,Michiel,Michiel Sweerts,1618,1664,1033,"Michiel Sweerts or Michael Sweerts  was a Flemish painter and printmaker of the Baroque period, who is known for his allegorical and genre paintings, portraits and tronies.  The artist led an itinerant life and worked in Rome, Brussels, Amsterdam, Persia and India .",//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/George_Stubbs_-_self_portrait.jpg/220px-George_Stubbs_-_self_portrait.jpg
1037,Swiss Painter,blank_,Swiss Painter,Unknown,Unknown,1034,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Justus_Sustermans_by_van_dyck.jpg/220px-Justus_Sustermans_by_van_dyck.jpg
1038,Taunay,Nicolas Antoine,Nicolas Antoine Taunay,1755,1830,1035,"Nicolas-Antoine Taunay  was a French painter known best for his landscapes with scenes from ancient and modern history, mythology, and religion.', 'Citations', 'Sources",//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Lambert_Sustris_-_Venus_and_Love_-_Louvre.jpg/300px-Lambert_Sustris_-_Venus_and_Love_-_Louvre.jpg
1039,Teniers,David,David Teniers,1610,1690,1036,"David Teniers may refer to three Flemish artists, father, son, and grandson:",//upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Michael_Sweerts_-_self_portrait_with_a_skull_c.1660.jpg/220px-Michael_Sweerts_-_self_portrait_with_a_skull_c.1660.jpg
1040,Testa,Pietro,Pietro Testa,1612,1650,1037,"Pietro Testa  was an Italian High Baroque artist, best known, both to his contemporaries and modern appreciation, as a printmaker and draftsman, who was active in Rome.",../static/img/anonymous_artist.png
1042,Tiepolo,Giovanni Battista,Giovanni Battista Tiepolo,1696,1770,1039,"Giovanni Battista Tiepolo ; March 5, 1696xa0– March 27, 1770), also known as Giambattista  Tiepolo, was an Italian painter and printmaker from the Republic of Venice who painted in the Rococo style.  He was prolific, and worked not only in Italy, but also in Germany and Spain.",../static/img/anonymous_artist.png
1043,Tiepolo,Giovanni Domenico,Giovanni Domenico Tiepolo,1727,1804,1040,Giovanni Domenico Tiepolo  was an Italian painter and printmaker in etching. He was the son of artist Giovanni Battista Tiepolo and elder brother of Lorenzo Baldissera Tiepolo.,//upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Pietro_Testa.jpg/220px-Pietro_Testa.jpg
1044,Tilborgh,Gillis van,Gillis van Tilborgh,1625,1678,1041,low-life,../static/img/anonymous_artist.png
1045,Tintoretto,Jacopo,Jacopo Tintoretto,1519,1594,1042,"Tintoretto , Venetian:xa0; born Jacopo Comin; late September or early October 1518 – 31 May 1594) was an Italian painter and a notable exponent of the   Venetian school. His contemporaries both admired and criticized the speed with which he painted, and the unprecedented boldness of his brushwork. For his phenomenal energy in painting he was termed Il Furioso . His work is characterised by his muscular figures, dramatic gestures and bold use of perspective, in the Mannerist style.",//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tiepolo%2C_Giovanni_Battista_-_Fresken_Treppenhaus_des_W%C3%BCrzburger_Residenzschlosses%2C_Szenen_zur_Apotheose_des_F%C3%BCrstbischofs%2C_Detail_Giovanni_Battista_Tiepolo_-_1750-1753.jpg/220px-thumbnail.jpg
1046,Titian,blank_,Titian,1485,1576,1043,from Cadore,//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Giovanni_Domenico_Tiepolo_-_The_Minuet_-_Google_Art_Project.jpg/330px-Giovanni_Domenico_Tiepolo_-_The_Minuet_-_Google_Art_Project.jpg
1047,Tommaso Fiorentino,blank_,Tommaso Fiorentino,1495,1564,1044,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Gillis_van_Tilborch-_Self-Portrait.jpg/260px-Gillis_van_Tilborch-_Self-Portrait.jpg
1048,Toulouse-Lautrec,Henri de,Henri de Toulouse-Lautrec,1864,1901,1045,"Henri Marie Raymond de Toulouse-Lautrec-Monfa , commonly known as just Henri de Toulouse-Lautrec ), was a French painter, printmaker, draughtsman, caricaturist, and illustrator whose immersion in the colourful and theatrical life of Paris in the late 19th century allowed him to produce a collection of enticing, elegant, and provocative images of the modern, sometimes decadent, affairs of those times.",//upload.wikimedia.org/wikipedia/commons/thumb/0/06/Tintorettoselfportrait.jpg/180px-Tintorettoselfportrait.jpg
1050,Traversi,Gaspare,Gaspare Traversi,1722,1770,1047,"Gaspare Traversi  was an Italian Rococo painter best known for his genre works. Active mostly in his native city of Naples, he also painted throughout Italy, including a stay in Parma.",../static/img/anonymous_artist.png
1051,Trémolières,Pierre Charles,Pierre Charles Trémolières,1703,1739,1048,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Photolautrec.jpg/220px-Photolautrec.jpg
1052,Troyon,Constant,Constant Troyon,1810,1865,1049,"Constant Troyon  was a French painter of the Barbizon school. In the early part of his career he painted mostly landscapes. It was only comparatively late in life that Troyon found his métier as a painter of animals, and achieved international recognition.",../static/img/anonymous_artist.png
1053,Trübner,Wilhelm,Wilhelm Trübner,1851,1917,1050,Wilhelm Trübner  was a German realist painter of the circle of Wilhelm Leibl.,//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Traversi_Selbstbildnis.jpg/220px-Traversi_Selbstbildnis.jpg
1054,Tura,Cosmè,Cosmè Tura,1433,1495,1051,"Cosimo Tura , also known as Il Cosmè or Cosmè Tura ), was an Italian early-Renaissance  painter and considered one of the founders of the School of Ferrara.",../static/img/anonymous_artist.png
1055,Turner,Joseph Mallord William,Joseph Mallord William Turner,1775,1851,1052,"Joseph Mallord William Turner RA , known contemporarily as William Turner, was an English Romantic painter, printmaker and watercolourist. He is known for his expressive colourisations, imaginative landscapes and turbulent, often violent marine paintings.",//upload.wikimedia.org/wikipedia/commons/1/17/Portraitroyon.jpg
1056,Tzanès,Emmanuel,Emmanuel Tzanès,1636,1690,1053,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Wilhelm_Tr%C3%BCbner_Selbstbildnis_mit_Hut.jpg/220px-Wilhelm_Tr%C3%BCbner_Selbstbildnis_mit_Hut.jpg
1057,Giovanni di Franco,blank_,Giovanni di Franco,1425,1498,1054,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Tura_allegory.jpg/220px-Tura_allegory.jpg
